0.75;0.42857142857142855 0.43548387096774194 0.6875 0.40064102564102566 0.75 0.47368421052631576 0.75 0.6666666666666666 0.75 0.75
0.0;0.25 0.5174418604651163 0.4852941176470588 0.0 0.0 0.0 0.5144160583941606 0.4966442953020134 0.5042517006802721
0.75;0.21875 0.4444444444444444 0.3977272727272727 0.36323155216284986 0.3958333333333333 0.75 0.75 0.75 0.75 0.75 0.75 0.75
0.75;0.5543478260869565 0.6484375 0.75 0.4375 0.5 0.75 0.75 0.75 0.75
0.5;0.25 0.5 0.5 0.5833333333333334 0.5 0.5 0.45 0.5714285714285714 0.4270833333333333 0.425 0.4 0.25 0.48823529411764705 0.5 0.33695652173913043 0.65 0.412962962962963 0.5
0.0;0.4166666666666667 0.40625 0.5416666666666666 0.4074074074074074 0.3333333333333333 0.0 0.3475609756097561 0.44642857142857145 0.5176282051282052 0.5754716981132075 0.0 0.5357142857142857 0.3333333333333333 0.0 0.0 0.0 0.0 0.0
1.0;0.45867768595041325 0.5125 0.5245098039215687 0.875 0.5909090909090909 0.5 1.0 0.29545454545454547 1.0 1.0 0.4375 0.5833333333333334 1.0 0.8333333333333334 0.8333333333333334 1.0 1.0 0.5694444444444444 0.36363636363636365 1.0 0.4473684210526316 1.0 0.55 0.42723880597014924 0.5
0.75;0.5 0.5259365994236311 0.5865384615384616 0.4375 0.5 0.5 0.75 0.875 0.4375 0.75 0.75 0.5192307692307693 0.5416666666666666 0.75 0.75 0.75 0.75
1.0;0.46511627906976744 0.875 0.875 0.875 0.35714285714285715 0.75 0.875 0.4 0.25 0.5 0.5245098039215687 1.0 1.0 1.0 1.0 0.75 0.75 1.0 1.0 1.0 1.0 0.4375
0.5;0.5032894736842105 0.5 0.53125 0.4166666666666667 0.4375 0.6666666666666666
0.5;0.625 0.3392857142857143 0.4375 0.375 0.5 0.6666666666666666 0.5 0.45 0.5416666666666666 0.25 0.5046296296296297 0.5 0.5378787878787878 0.625 0.5192307692307693 0.5213414634146342 0.475
0.5;0.5 0.5 0.5 0.5 0.5 0.5144160583941606 0.4444444444444444
0.75;0.34523809523809523 0.3502906976744186 0.75 0.75 0.5357142857142857 0.4518927444794953 0.4791666666666667 0.75 0.5588235294117647 0.75 0.5833333333333334 0.3333333333333333 0.75 0.75 0.75 0.75 0.42857142857142855 0.75 0.75 0.53125 0.75 0.5416666666666666 0.75 0.75 0.5625 0.6875
1.0;0.5 0.5 1.0 1.0 0.75 1.0 1.0 1.0 0.5625 0.5681818181818182 0.5259365994236311 0.3 1.0
0.25;0.3106060606060606 0.234375 0.36323155216284986 0.4 0.21666666666666667 0.23809523809523808 0.2 0.625 0.36323155216284986 0.21875 0.25 0.6071428571428571 0.5022321428571429 0.625 0.25 0.25
0.5;0.5 0.6666666666666666 0.6145833333333334 0.65 0.5 0.5 0.5 0.5 0.5 0.5
0.0;0.375 0.0 0.4375 0.5370370370370371 0.0 0.4966887417218543 0.0 0.25 0.19642857142857142 0.375
0.5;0.4112903225806452 0.5 0.5 0.375 0.8333333333333334 0.4583333333333333 0.34375 0.625 0.625 0.5 0.5 0.75 0.47368421052631576 0.5 0.4090909090909091
0.0;0.0 0.30357142857142855 0.25 0.0 0.0 0.4375 0.125 0.0 0.0 0.5 0.0 0.28125 0.0 0.0 0.28125 0.0
0.5;0.5 0.5 0.25 0.5 0.5 0.45 0.48148148148148145 0.375 0.25 0.1875 0.25 0.2 0.5 0.5 0.5 0.5 0.5 0.5
0.0;0.0 0.0 0.0 0.40064102564102566 0.42723880597014924 0.37745098039215685 0.0 0.0 0.3333333333333333 0.375 0.5 0.0 0.5625
0.25;0.5 0.375 0.6145833333333334 0.4966887417218543 0.5833333333333334 0.25 0.25 0.40625 0.25 0.25 0.25 0.25 0.375 0.42857142857142855 0.25 0.25 0.375 0.25
0.5;0.5303030303030303 0.5239130434782608 0.475 0.4375 0.6111111111111112 0.5 0.4034090909090909 0.5 0.5 0.5 0.5 0.5 0.3806818181818182 0.6428571428571429
0.5;0.5 0.5 0.5 0.16666666666666666 0.5259365994236311 0.4791666666666667 0.5 0.625 0.5 0.5 0.6111111111111112 0.45 0.5144160583941606 0.3979591836734694 0.3173076923076923 0.4224137931034483 0.4642857142857143 0.5 0.375 0.5 0.625 0.5 0.125 0.4375 0.5 0.5 0.25 0.375 0.375 0.5 0.5
0.0;0.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5625 0.0 0.0
0.0;0.34523809523809523 0.3502906976744186 0.0 0.0 0.0 0.0 0.0 0.0 0.4412181303116147 0.3125 0.125
1.0;1.0 1.0 1.0 0.5416666666666666 1.0
0.0;0.5176767676767676 0.4166666666666667 0.42857142857142855 0.5963172804532578 0.3333333333333333 0.4166666666666667 0.519927536231884 0.0 0.25 0.0 0.0 0.0 0.375 0.0
0.75;0.5303030303030303 0.5239130434782608 0.475 0.3879310344827586 0.5194610778443114 0.75 0.75 0.75 0.5 0.434375 0.4166666666666667 0.14285714285714285
0.25;0.4855263157894737 0.5887096774193549 0.585 0.53125 0.48717948717948717 0.5 0.375 0.375 0.5121951219512195 0.375 0.5 0.5454545454545454 0.4807692307692308
0.0;0.0 0.0 0.0 0.5833333333333334 0.0 0.0 0.15 0.0 0.0 0.5 0.0 0.0 0.0 0.375 0.35714285714285715 0.0 0.0 0.0 0.0 0.25
0.75;0.75 0.75 0.75 0.75 0.625 0.6052631578947368 0.45 0.5 0.5625 0.75 0.5416666666666666 0.5144160583941606 0.59375 0.75 0.75 0.6666666666666666 0.5075757575757576 0.65 0.75 0.4594594594594595 0.625 0.40625 0.6875 0.5214285714285715 0.75 0.5416666666666666 0.5144160583941606 0.59375
0.25;0.40476190476190477 0.5357142857142857 0.25 0.25 0.25 0.3684210526315789 0.3333333333333333 0.25 0.125 0.25 0.25 0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.125 0.75 0.75 0.625 0.5909090909090909 0.25
0.5;0.25 0.48936170212765956 0.436046511627907 0.3333333333333333 0.5 0.5 0.5625 0.5 0.5 0.375
0.75;0.34523809523809523 0.3502906976744186 0.75 0.38235294117647056 0.75 0.75 0.75 0.75 0.75 0.44642857142857145 0.75 0.375 0.32142857142857145 0.5 0.7 0.453125 0.4444444444444444 0.625 0.30357142857142855 0.75 0.4375 0.5192307692307693 0.36363636363636365
0.5;0.5176767676767676 0.5 0.4230769230769231 0.49471830985915494 0.5865384615384616 0.39285714285714285 0.5 0.5144160583941606 0.36666666666666664 0.527027027027027 0.5 0.5 0.5714285714285714 0.4412181303116147 0.65625 0.5 0.65 0.5144160583941606 0.5161290322580645 0.5625 0.5 0.5 0.4895833333333333 0.5 0.5 0.2916666666666667 0.5 0.5 0.489766081871345 0.36666666666666664 0.5 0.5
0.0;0.38636363636363635 0.35714285714285715 0.0 0.16666666666666666 0.0 0.0 0.125 0.40559440559440557 0.40625 0.0
0.0;0.5557851239669421 0.0 0.0 0.125 0.0 0.0 0.0 0.4110169491525424 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.25 0.25
0.5;0.5 0.6428571428571429 0.5588235294117647 0.5 0.5194610778443114 0.5 0.5 0.5 0.5 0.21428571428571427 0.5 0.25 0.5 0.375 0.16666666666666666 0.16666666666666666 0.25 0.5
0.0;0.0 0.5 0.4158415841584158 0.0 0.0 0.5144160583941606 0.42073170731707316 0.0 0.0 0.35714285714285715 0.0 0.0 0.0 0.42857142857142855 0.0 0.0 0.25 0.0 0.0 0.4423076923076923 0.0 0.0 0.625 0.0 0.4160839160839161 0.0 0.0 0.4518927444794953 0.5213414634146342 0.6071428571428571 0.43333333333333335
