1.0;0.5067567567567568 0.42924528301886794 0.30952380952380953 0.5277777777777778 1.0 1.0 0.532258064516129 0.28378378378378377 0.45454545454545453 1.0 1.0 1.0 0.46551724137931033 0.6363636363636364 1.0 1.0
1.0;0.4827586206896552 1.0 0.453125 0.6805555555555556 1.0 1.0 1.0 1.0 1.0 1.0
1.0;0.42857142857142855 1.0 0.5 1.0 1.0 1.0 1.0 1.0 0.39285714285714285 0.375 0.3782051282051282 0.5 0.3726993865030675 1.0 0.6875 1.0 0.5208333333333334 1.0
0.25;0.42857142857142855 0.4396551724137931 0.25 0.3726993865030675 0.4166666666666667 0.42857142857142855 0.25 0.25 0.25 0.28378378378378377 0.25 0.25 0.25 0.25 0.5 0.49702380952380953 0.6785714285714286 0.25 0.25 0.25 0.25 0.3333333333333333
0.0;0.44642857142857145 0.0 0.42441860465116277 0.125 0.0 0.0 0.125 0.0 0.25 0.4583333333333333 0.0 0.0 0.0 0.42857142857142855 0.4318181818181818 0.0 0.4375 0.5416666666666666 0.0
0.5;0.22727272727272727 0.625 0.5 0.5833333333333334 0.5 0.5 0.4444444444444444 0.4696969696969697 0.5 0.5 0.5833333333333334 0.625 0.5 0.1875 0.5 0.5 0.4427083333333333 0.5
0.25;0.25 0.39285714285714285 0.25 0.25 0.375 0.25 0.25 0.5 0.5 0.25 0.25 0.25 0.25 0.25 0.25 0.4659090909090909
1.0;0.5 1.0 0.3671875 0.3392857142857143 0.39285714285714285 0.49702380952380953 1.0 0.5 0.6022727272727273 1.0 1.0 0.75 1.0 1.0 0.75 0.38095238095238093 0.55 0.5053763440860215 0.5625 0.5416666666666666
1.0;0.3235294117647059 1.0 1.0 0.875 0.8333333333333334 0.5247747747747747 0.5125 0.5 1.0 1.0 0.5 0.47959183673469385 1.0 0.6875 0.5 0.8 0.5 0.6428571428571429 0.44154676258992803 1.0 1.0 0.625 1.0 1.0 0.8 0.8 0.7 0.44154676258992803 0.4527363184079602 0.49206349206349204 0.4791666666666667 0.5509259259259259 0.8333333333333334 0.7 0.44594594594594594
0.5;0.5 0.5 0.55 0.5 0.8333333333333334 0.5777173913043478 0.5253667481662592 0.8333333333333334 0.5 0.3333333333333333
1.0;0.538659793814433 1.0 1.0 0.25 1.0 0.4 0.44154676258992803 0.5333333333333333 0.4642857142857143
0.0;0.375 0.08333333333333333 0.0 0.0 0.0 0.0 0.16666666666666666 0.4791666666666667 0.3611111111111111
0.5;0.75 0.5 0.5 0.5 0.5 0.5 0.5 0.4527027027027027 0.75 0.5 0.75 0.4527027027027027 0.5 0.5 0.5
0.75;0.5 0.75 0.75 0.75 0.75 0.375 0.5080645161290323 0.875 0.6666666666666666 0.4 0.53125 0.6875 0.5164118705035972 0.4375 0.75 0.75 0.75 0.75 0.625
0.75;0.3333333333333333 0.3409090909090909 0.75 0.75 0.75 0.75 0.875 0.37272727272727274 0.75 0.75 0.6079545454545454 0.5166666666666667 0.5 0.48936170212765956 0.4329268292682927 0.75 0.5 0.625 0.75 0.75 0.21428571428571427 0.6875
0.0;0.25 0.0 0.0 0.125 0.45153061224489793 0.5 0.0 0.4583333333333333 0.5535714285714286 0.625 0.0 0.0 0.0 0.2857142857142857 0.375 0.4375 0.0 0.375 0.4635416666666667 0.375 0.4375 0.0 0.0 0.34375 0.08333333333333333 0.5375 0.4 0.0 0.0 0.0 0.5229357798165137 0.5625 0.5625 0.573170731707317 0.125
0.0;0.0 0.5253667481662592 0.4527363184079602 0.0 0.0 0.125 0.35396039603960394
0.0;0.0 0.0 0.5246478873239436 0.0 0.0 0.0 0.42105263157894735 0.0 0.0 0.0 0.0 0.0 0.25 0.34523809523809523 0.0 0.0 0.0 0.0 0.05 0.0 0.0
1.0;0.5152439024390244 0.7 1.0 1.0 0.41517857142857145 0.3333333333333333 1.0 0.375 0.5714285714285714 1.0 0.4605263157894737 1.0 1.0 0.49603174603174605 0.75 0.506578947368421 0.34782608695652173 1.0 0.5576923076923077 0.5 0.5 0.5164118705035972 0.5060975609756098 1.0 1.0
0.75;0.75 0.375 0.75 0.75 0.75 0.75 0.4083333333333333 0.75 0.75 0.6333333333333333 0.5247747747747747 0.46296296296296297 0.6666666666666666 0.75 0.4375 0.3611111111111111 0.375 0.5833333333333334
0.75;0.40601503759398494 0.75 0.75 0.4318181818181818 0.75 0.75 0.75 0.4772727272727273 0.5 0.75 0.5833333333333334 0.75 0.8 0.75 0.75 0.75 0.6875 0.4955357142857143 0.75 0.5 0.625
0.25;0.23717948717948717 0.34539473684210525 0.18055555555555555 0.125 0.625 0.3125 0.25 0.5384615384615384 0.3333333333333333 0.25 0.5 0.44154676258992803 0.6666666666666666 0.25 0.25 0.25 0.48936170212765956 0.47959183673469385 0.25 0.25 0.25 0.48936170212765956 0.25 0.25 0.25
0.75;0.75 0.375 0.65 0.75 0.75 0.375 0.75 0.5384615384615384 0.5 0.75 0.375 0.34539473684210525 0.35714285714285715 0.6538461538461539 0.625 0.75 0.75 0.5164118705035972 0.35714285714285715
0.0;0.0 0.375 0.0 0.0 0.08333333333333333
0.75;0.875 0.75 0.5277777777777778 0.75 0.5 0.75 0.39285714285714285 0.55 0.75 0.6128318584070797 0.7 0.375 0.75
0.25;0.25 0.375 0.25 0.25 0.25 0.4375 0.31756756756756754 0.4166666666666667 0.25 0.25 0.25 0.8 0.35 0.4375 0.25 0.25 0.3125 0.25 0.25 0.25 0.5 0.45553359683794464 0.25 0.25 0.25 0.25 0.375
0.0;0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5 0.0 0.2962962962962963 0.35 0.4166666666666667 0.0 0.0 0.5164118705035972 0.0 0.0 0.49019607843137253 0.0
