a1;a2;a3;a4;a5;sum
0.01620043;0.04692417;0.02022654;-0.04144137;-0.04190976;0.16670227
-0.02250383;0.04921509;-0.02827432;0.03458021;-0.03301716;0.16759061
0.02519663;0.03272053;0.02629961;-0.04297634;-0.04124043;0.16843354
0.0339406;0.05069239;-0.0281306;-0.03355602;-0.02294636;0.16926597
-0.03908737;0.03351884;0.02316288;-0.04559103;0.02799667;0.16935679
-0.02058356;0.04457102;0.04037832;-0.04189611;-0.02246966;0.16989867
0.03015826;0.05484008;-0.03516947;-0.03193885;-0.01789002;0.16999668
0.0315233;0.0536433;-0.02635306;-0.03564041;-0.02317313;0.1703332
0.03194841;0.04013565;0.01331745;-0.04819103;-0.03721047;0.17080301
-0.02130948;0.05069421;-0.02873693;-0.03581627;0.03516846;0.17172535
-0.01571493;0.06014444;0.02576423;-0.05007836;-0.02011537;0.17181733
0.02981619;0.0375665;0.01862016;-0.05207575;-0.0339271;0.1720057
-0.04292085;0.04280047;0.01637974;0.02692725;-0.04318661;0.17221492
0.01444915;0.05029789;0.02150181;-0.0460592;-0.04018965;0.1724977
0.02838027;0.03228236;0.02567081;-0.04656067;-0.03977277;0.17266688
0.02953466;0.05679944;-0.03543594;-0.03067446;-0.0202237;0.1726682
-0.04593734;0.04489129;-0.04057186;0.02157457;0.02004334;0.1730184
0.02851034;0.05845103;-0.02940568;-0.02559695;-0.03195873;0.17392273
-0.02483213;0.0572584;0.03002522;-0.03522669;-0.0272248;0.17456724
-0.04533852;0.03312723;0.03060624;0.02415144;-0.04254639;0.17576982
0.04235454;0.04554629;-0.029469;-0.03008973;-0.02834211;0.17580167
-0.04416541;0.03895375;0.02897;-0.04392614;0.0201678;0.1761831
-0.02775465;0.04689036;-0.03140372;-0.02918573;0.04145374;0.1766882
0.04173749;0.04689174;-0.0310838;-0.03408566;-0.02345977;0.17725846
0.02622724;0.04097453;0.02170021;-0.04911893;-0.03978305;0.17780396
0.03084405;0.05835891;-0.03483895;-0.028326;-0.02603801;0.17840592
0.03042251;0.05943895;-0.02769068;-0.03248174;-0.02968904;0.17972292
-0.03173689;0.05316613;0.03670392;-0.02819934;-0.02993381;0.17974009
0.02600851;0.03711503;0.02690096;-0.06163502;-0.02838948;0.180049
-0.03026944;0.04960553;0.04047809;-0.03041451;-0.02939968;0.18016725
-0.05009337;0.03872023;-0.04015916;0.01938175;0.03215055;0.18050506
0.02210362;0.04611574;-0.04238178;-0.04806898;0.0222314;0.18090152
-0.02789757;0.0550421;0.0357306;-0.02936612;-0.03350901;0.1815454
0.02904961;0.03928012;0.02247937;-0.06097741;-0.0298317;0.18161821
0.02310578;0.04566381;0.02205825;-0.04130127;-0.04952657;0.18165568
0.03122207;0.05961085;-0.03041204;-0.03583522;-0.02458567;0.18166585
0.02347099;0.046629;0.02087543;-0.05043359;-0.04054183;0.18195084
-0.02422992;0.05725384;-0.02886582;0.03444588;-0.03860398;0.18339944
0.03093351;0.03728888;-0.04379188;0.02349801;-0.04792853;0.18344081
-0.02534037;0.06668369;-0.01978065;0.02514078;-0.04670345;0.18364894
-0.04197335;0.03301201;-0.04990064;0.0266708;0.03219118;0.18374798
-0.02721198;0.0464661;-0.02941551;-0.0356139;0.04577529;0.18448278
-0.02867174;0.05349958;-0.02883514;-0.03508449;0.03909179;0.18518274
0.02949835;0.0355204;-0.04601615;-0.04666292;0.02766032;0.18535814
0.02828071;0.03612878;0.02848227;-0.05671707;-0.03617468;0.18578351
-0.03304305;0.05532992;-0.0601353;0.01859876;0.01924968;0.18635671
0.02871402;0.03311168;-0.04572128;-0.04777561;0.03167119;0.18699378
0.01757056;0.05155119;0.02465678;-0.05509252;-0.03868601;0.18755706
-0.02644751;0.06476443;0.02918092;-0.04354963;-0.02394821;0.1878907
-0.04743047;0.03755572;0.02912908;0.02770785;-0.04696218;0.1887853
-0.02765549;0.05061711;0.04389856;-0.03660064;-0.03025953;0.18903133
-0.03564135;0.07113683;-0.02815697;0.02378019;-0.03111871;0.18983405
0.04442755;0.05084234;-0.03086688;-0.0352958;-0.02910721;0.19053978
-0.02354446;0.05732744;0.03798626;-0.05830589;-0.01346335;0.1906274
0.03845726;0.05699652;-0.02895572;-0.03865091;-0.02784714;0.19090755
-0.03227961;0.05241891;-0.03148659;-0.03191367;0.04326095;0.19135973
-0.05219597;0.0425497;0.0289165;0.02448318;-0.04375341;0.19189876
0.03515744;0.04161724;0.01945039;-0.06025437;-0.03597069;0.19245013
0.02240585;0.04422225;0.02980327;-0.05101929;-0.04541208;0.19286274
-0.02039862;0.0581327;-0.03404195;0.03830631;-0.04199844;0.19287802
-0.05085026;0.06395113;-0.04581346;0.01736546;0.01534713;0.19332744
0.02660804;0.043055;0.02741346;-0.04807898;-0.04899752;0.194153
-0.02655545;0.05186723;0.04526424;-0.03460954;-0.03596648;0.19426294
-0.0359842;0.06204091;-0.02902295;-0.03235745;0.03532369;0.1947292
0.03676652;0.06066173;-0.02988751;-0.03927586;-0.02826487;0.19485649
0.04468638;0.05293449;-0.03368866;-0.03393539;-0.02999681;0.19524173
-0.04419504;0.04531295;-0.05414048;0.02137413;0.03164844;0.19667104
-0.03150711;0.06923217;-0.04550029;0.02910898;-0.02133376;0.19668231
0.01415715;0.04583421;-0.05291521;-0.0455242;0.03844805;0.19687882
-0.04695823;0.04096287;0.03454122;0.02306727;-0.05161312;0.19714271
-0.03070314;0.05347088;-0.03444718;-0.03368082;0.04536026;0.19766228
0.02656797;0.04858251;-0.03474028;-0.06422805;0.02381785;0.19793666
0.0380731;0.0410665;-0.04778612;0.01984747;-0.05120095;0.19797414
0.03135913;0.04401253;-0.03697196;-0.06221422;0.02381452;0.19837236
0.04456951;0.05471563;-0.03139681;-0.03506089;-0.03282744;0.19857028
0.02670691;-0.03513461;0.04852969;-0.06423523;0.02413323;0.19873967
-0.03262929;0.06446403;0.03508851;-0.02862977;-0.03829348;0.19910508
-0.03325908;0.05238095;-0.0315876;-0.03485357;0.0473193;0.1994005
-0.04223582;0.04157108;0.02250193;-0.05754792;0.03571072;0.19956747
0.02712609;0.04204864;-0.04588656;-0.05417526;0.03088709;0.20012364
-0.0460879;0.04655033;-0.05397838;0.02968089;0.02383506;0.20013256
0.03402489;0.06619664;-0.0284991;-0.03029904;-0.0414234;0.20044307
0.02689723;0.03808185;-0.04884414;-0.05144014;0.03530521;0.20056857
0.03273358;0.03659205;-0.05047906;-0.05019765;0.03135108;0.20135342
0.02037387;0.05294302;-0.04717916;-0.0547895;0.02865178;0.20393733
-0.03493657;0.05798899;0.04403716;-0.03916267;-0.02792691;0.2040523
-0.03601967;0.06424171;-0.03367217;-0.0325879;0.03803803;0.20455948
-0.0396087;0.07189993;-0.04389638;0.0304407;-0.01883555;0.20468126
-0.03359312;0.05349695;-0.033295;-0.03553646;0.04892763;0.20484916
0.03071324;0.04087434;0.0308396;-0.05615222;-0.04627496;0.20485436
-0.03494361;0.06893516;-0.03050549;-0.03726606;0.03378;0.20543032
-0.05343281;0.04315144;0.03094153;0.02922498;-0.04988514;0.2066359
0.0345079;0.03693551;-0.04896416;-0.05455273;0.03207348;0.20703378
0.03969543;0.06394051;-0.04489771;-0.03724564;-0.02149259;0.20727188
0.04243121;0.06131551;-0.04281888;-0.0311933;-0.02973454;0.20749344
-0.02625136;-0.02851247;0.04591138;-0.04911368;0.05796613;0.20775502
0.04090337;0.06326439;-0.03296317;-0.04104236;-0.03016222;0.20833551
-0.04009326;0.06934714;-0.02023073;-0.04402586;0.03500271;0.2086997
-0.03516941;0.05414116;0.05045202;-0.04151071;-0.02791306;0.20918636
0.03893839;0.04016359;-0.05591106;0.02550152;-0.04869244;0.209207
0.04993216;0.05486823;-0.0343901;-0.03672451;-0.03368577;0.20960077
0.04157421;0.06338787;-0.04083037;-0.02868753;-0.03544418;0.20992416
0.05850006;-0.03144752;0.04663486;-0.04544774;-0.02823965;0.21026983
-0.03297961;0.06001501;-0.03600636;0.0452215;-0.03625054;0.21047302
-0.04961975;0.03880667;0.03038257;-0.0563597;0.0367902;0.21195889
0.02783027;0.06242362;-0.04947186;-0.05683544;0.01605341;0.2126146
0.03925998;0.04441469;-0.05194014;-0.05490053;0.023166;0.21368134
-0.02456087;0.06283947;-0.04257285;0.04406345;-0.0397692;0.21380584
-0.03445438;0.05898515;-0.03444438;-0.03811624;0.04802985;0.21403
-0.04817365;0.06678794;0.02075116;0.01981771;-0.05918316;0.21471362
0.04953622;0.05820115;-0.03678542;-0.04534463;-0.02560732;0.21547474
-0.03194525;0.05841249;-0.02737903;-0.04876176;0.04967355;0.21617208
-0.02816072;0.06362584;-0.03862655;-0.0414177;0.04457913;0.21640994
0.03157904;0.04125749;-0.04928741;-0.05938656;0.03583745;0.21734795
0.04210797;0.06659072;-0.03318542;-0.04309067;-0.03242259;0.21739737
-0.02417257;0.05654259;-0.0390457;-0.04580082;0.0524765;0.21803818
0.04578137;0.06358227;-0.04007338;-0.0430115;-0.02627877;0.21872729
-0.04181271;0.0684873;-0.02847737;0.04144839;-0.03964561;0.21987138
0.03340561;0.0424781;-0.05289109;-0.05773314;0.03474052;0.22124846
0.04902563;0.06177556;-0.03313843;-0.03972224;-0.03794052;0.22160238
0.02125281;0.0578042;-0.04597559;-0.06497499;0.03189357;0.22190116
0.03529937;0.04107825;-0.05568639;-0.05552657;0.03483534;0.22242592
-0.03746255;0.06638092;-0.03683066;-0.03699198;0.04490428;0.22257039
-0.06955945;0.0639212;-0.04215384;0.0241941;0.02359798;0.22342657
-0.03579222;0.06005942;-0.0389601;-0.03713727;0.05183018;0.22377919
0.03848437;0.04474876;-0.05653207;0.0286602;-0.05536127;0.22378667
0.03082263;0.05609886;0.02497195;-0.05777403;-0.05411941;0.22378688
-0.05091078;0.06163351;0.02299423;0.0274408;-0.06115776;0.22413708
0.037182;0.07498191;-0.04538927;-0.03969576;-0.02707888;0.22432782
0.04008893;0.04136551;-0.06174612;0.03085753;-0.05056585;0.22462394
0.04833505;0.06416918;-0.03293906;-0.04371233;-0.03585283;0.22500845
0.05053402;0.06201663;-0.04161419;-0.03861235;-0.03232412;0.22510131
0.03001609;0.04578155;0.03675413;-0.05751715;-0.05503462;0.22510354
-0.03377605;0.06534846;-0.04164163;0.04725777;-0.03718855;0.22521246
0.03550974;0.0432631;-0.05537067;-0.05736791;0.03396573;0.22547715
-0.03852049;0.06846558;-0.04919868;0.0444993;-0.02524572;0.22592977
0.0254489;0.05223638;-0.05241234;-0.0607466;0.03547366;0.22631788
-0.02064313;0.07133964;0.04252697;-0.05810015;-0.03512332;0.22773321
-0.05462427;0.04249841;0.03792104;-0.05933353;0.03353835;0.2279156
0.03315769;0.04728571;-0.05869311;-0.05569471;0.03394442;0.22877564
0.0499058;0.06459906;-0.03104995;-0.04748062;-0.03597429;0.22900972
-0.03840181;0.07028615;0.04439061;-0.03705917;-0.03921578;0.22935352
0.03724713;0.07745699;-0.02947119;-0.04955439;-0.03567854;0.22940824
-0.04712994;0.05172673;0.03218761;-0.06767814;0.03089375;0.22961617
-0.04786766;0.069672;-0.03648334;0.04530414;-0.03062514;0.22995228
0.03049506;0.04249179;-0.05344986;-0.06164356;0.04210658;0.23018685
-0.05556789;0.04386407;0.03434068;-0.05986663;0.03722976;0.23086903
-0.01578627;0.06304582;0.05243163;-0.04694847;-0.05274271;0.2309549
0.04052777;0.04904967;0.0259012;-0.06461277;-0.05086586;0.23095727
-0.02868614;0.0741231;-0.04460291;-0.04226329;0.04142924;0.23110468
0.04592913;0.06972636;-0.04652038;-0.04849378;-0.02064134;0.23131099
0.03035132;0.05517336;-0.05832894;0.03061746;-0.05781319;0.23228427
-0.05871742;0.04802587;0.03851797;-0.05814788;0.03032146;0.2337306
-0.04106955;0.04513426;0.02642225;-0.07592173;0.04543478;0.23398257
0.04199745;0.04722144;-0.05980801;0.0290674;-0.05847828;0.23657258
0.05279509;0.06561677;-0.04663175;-0.04549843;-0.02628167;0.23682371
-0.06531528;0.058844;0.03122675;0.02842326;-0.05317873;0.23698802
0.03702653;0.04742058;-0.0533093;-0.06518724;0.03404943;0.23699308
0.05416291;0.06445527;-0.04381728;-0.04409656;-0.03070435;0.23723637
-0.05202804;0.04983201;0.02984781;-0.0668716;0.03921981;0.23779927
0.03923937;0.05245005;0.02722994;-0.06723477;-0.05168459;0.23783872
-0.07637049;0.062738;0.02614548;0.0301101;-0.04262309;0.23798716
-0.04165692;0.07437019;-0.03861778;-0.03896887;0.04487338;0.23848714
-0.01631192;0.07266097;-0.04620092;-0.05688058;0.04673246;0.23878685
-0.04114247;0.06844768;-0.0347919;-0.04361742;0.05110412;0.23910359
0.05694449;0.06266729;-0.04436779;-0.04224053;-0.03300347;0.23922357
0.05214642;0.06848492;-0.04009185;-0.04362898;-0.03691051;0.24126268
-0.03592243;0.06430836;0.05636636;-0.05010316;-0.03464912;0.24134943
-0.04109312;0.07122844;-0.05535072;0.05032808;-0.02511267;0.24311303
-0.03153682;0.07911361;-0.04487941;0.04276069;-0.04545807;0.2437486
0.04451404;0.04785175;-0.06439367;0.03041896;-0.05839108;0.2455695
-0.0414309;0.0674423;-0.04326854;-0.03818129;0.05543843;0.24576146
0.0487578;0.07420585;-0.05298937;-0.0392427;-0.03073158;0.2459273
-0.03395547;0.06802416;0.05507197;-0.0474218;-0.04171886;0.24619226
-0.05951429;0.04550191;0.03925745;-0.06399913;0.03875406;0.24702684
0.05709371;0.06650033;-0.03850134;-0.04433817;-0.04075453;0.24718808
-0.03321551;0.06942779;-0.04383351;0.05465092;-0.04702969;0.24815742
-0.05420626;0.05273054;-0.07010615;0.03632294;0.03525893;0.24862482
-0.06097341;0.08267327;-0.03654881;0.04182826;-0.02697932;0.24900307
-0.06040857;0.05091385;-0.06420877;0.0303045;0.04339899;0.24923468
0.05628155;0.06879786;-0.04587832;-0.04854631;-0.03065478;0.25015882
-0.0584358;0.06975206;0.02465634;-0.06710244;0.03112985;0.25107649
0.03838234;0.05850707;0.02890604;-0.067439;-0.05835645;0.2515909
-0.03868071;0.06906613;0.05770842;-0.04590813;-0.04218571;0.2535491
0.03856944;0.0469105;0.04131769;-0.06539987;-0.06139776;0.25359526
0.0430736;0.05113259;0.03261431;-0.07971171;-0.04710879;0.253641
-0.03729665;0.07250084;0.05468657;-0.04351121;-0.04637955;0.25437482
-0.06910123;0.05779427;-0.05846495;0.02989804;0.03987388;0.25513237
0.02306309;0.07230702;0.03221988;-0.08280446;-0.04478552;0.25517997
-0.0429512;0.06789445;-0.04153672;-0.04330664;0.0599001;0.25558911
-0.04964874;0.07638875;-0.03776726;0.05186768;-0.04084042;0.25651285
-0.03965667;0.07621608;-0.048463;-0.0403661;0.05226969;0.25697154
-0.05212937;0.059074;0.03639647;0.03348444;-0.07682554;0.25790982
0.03837969;0.0531386;-0.06300065;0.03744911;-0.06596675;0.2579348
-0.06073397;0.05399746;0.03450923;0.04067629;-0.06844901;0.25836596
0.03364201;0.05033876;0.04527338;-0.06705642;-0.06219773;0.2585083
-0.06315704;0.04634416;-0.06616511;0.03902984;0.04394814;0.25864429
0.06027488;0.06929386;-0.05180123;-0.04480101;-0.0329665;0.25913748
0.06013112;0.06973487;-0.0442044;-0.04454192;-0.04111967;0.25973198
-0.04625232;0.05753577;-0.08383437;0.03133902;0.0412119;0.26017338
